VektonnBruteForce()	       1.000	         631
VektonnHnsw({'M': 16, 'efConstruction': 200, 'efSearch': 100})	       0.913	        1246
VektonnHnsw({'M': 16, 'efConstruction': 200, 'efSearch': 200})	       0.959	        1168
VektonnHnsw({'M': 16, 'efConstruction': 200, 'efSearch': 400})	       0.984	         959
VektonnHnsw({'M': 16, 'efConstruction': 200, 'efSearch': 600})	       0.992	         902
VektonnHnsw({'M': 16, 'efConstruction': 500, 'efSearch': 100})	       0.921	        1259
VektonnHnsw({'M': 16, 'efConstruction': 500, 'efSearch': 200})	       0.966	        1090
VektonnHnsw({'M': 16, 'efConstruction': 500, 'efSearch': 400})	       0.988	         997
VektonnHnsw({'M': 16, 'efConstruction': 500, 'efSearch': 600})	       0.994	         873
VektonnHnsw({'M': 24, 'efConstruction': 500, 'efSearch': 100})	       0.953	        1234
VektonnHnsw({'M': 24, 'efConstruction': 500, 'efSearch': 200})	       0.984	         988
VektonnHnsw({'M': 24, 'efConstruction': 500, 'efSearch': 400})	       0.996	         903
VektonnHnsw({'M': 24, 'efConstruction': 500, 'efSearch': 600})	       0.998	         774
VektonnHnsw({'M': 36, 'efConstruction': 500, 'efSearch': 100})	       0.969	        1172
VektonnHnsw({'M': 36, 'efConstruction': 500, 'efSearch': 200})	       0.992	         975
VektonnHnsw({'M': 36, 'efConstruction': 500, 'efSearch': 400})	       0.998	         871
VektonnHnsw({'M': 36, 'efConstruction': 500, 'efSearch': 600})	       1.000	         719
VektonnHnsw({'M': 48, 'efConstruction': 500, 'efSearch': 100})	       0.977	        1146
VektonnHnsw({'M': 48, 'efConstruction': 500, 'efSearch': 200})	       0.994	        1017
VektonnHnsw({'M': 48, 'efConstruction': 500, 'efSearch': 400})	       0.999	         832
VektonnHnsw({'M': 48, 'efConstruction': 500, 'efSearch': 600})	       1.000	         700
VektonnHnsw({'M': 64, 'efConstruction': 500, 'efSearch': 100})	       0.982	        1143
VektonnHnsw({'M': 64, 'efConstruction': 500, 'efSearch': 200})	       0.996	        1004
VektonnHnsw({'M': 64, 'efConstruction': 500, 'efSearch': 400})	       0.999	         797
VektonnHnsw({'M': 64, 'efConstruction': 500, 'efSearch': 600})	       1.000	         669
VektonnHnsw({'M': 8, 'efConstruction': 500, 'efSearch': 100})	       0.820	        1283
VektonnHnsw({'M': 8, 'efConstruction': 500, 'efSearch': 200})	       0.889	        1192
VektonnHnsw({'M': 8, 'efConstruction': 500, 'efSearch': 400})	       0.934	        1119
VektonnHnsw({'M': 8, 'efConstruction': 500, 'efSearch': 600})	       0.953	         999
VektonnHnsw({'M': 96, 'efConstruction': 500, 'efSearch': 100})	       0.985	        1106
