faiss ({'M': 36, 'efConstruction': 500}, efSearch: 200)	       0.999	        1111
faiss ({'M': 36, 'efConstruction': 500}, efSearch: 400)	       1.000	         598
faiss ({'M': 36, 'efConstruction': 500}, efSearch: 600)	       1.000	         400
faiss ({'M': 48, 'efConstruction': 500}, efSearch: 100)	       0.997	        1811
faiss ({'M': 48, 'efConstruction': 500}, efSearch: 200)	       1.000	        1040
faiss ({'M': 48, 'efConstruction': 500}, efSearch: 400)	       1.000	         565
faiss ({'M': 48, 'efConstruction': 500}, efSearch: 600)	       1.000	         380
faiss ({'M': 64, 'efConstruction': 500}, efSearch: 100)	       0.997	        1732
faiss ({'M': 64, 'efConstruction': 500}, efSearch: 200)	       1.000	        1000
faiss ({'M': 64, 'efConstruction': 500}, efSearch: 400)	       1.000	         544
faiss ({'M': 64, 'efConstruction': 500}, efSearch: 600)	       1.000	         368
faiss ({'M': 8, 'efConstruction': 500}, efSearch: 100)	       0.959	        3697
faiss ({'M': 8, 'efConstruction': 500}, efSearch: 200)	       0.986	        2065
faiss ({'M': 8, 'efConstruction': 500}, efSearch: 400)	       0.996	        1036
faiss ({'M': 8, 'efConstruction': 500}, efSearch: 600)	       0.998	         646
faiss ({'M': 96, 'efConstruction': 500}, efSearch: 100)	       0.997	        1656
faiss ({'M': 96, 'efConstruction': 500}, efSearch: 200)	       1.000	         959
faiss ({'M': 96, 'efConstruction': 500}, efSearch: 400)	       1.000	         528
faiss ({'M': 96, 'efConstruction': 500}, efSearch: 600)	       1.000	         358
