VektonnHnsw({'M': 96, 'efConstruction': 500, 'efSearch': 600})	       0.997	          72
FaissBruteForce()	       1.000	          37
faiss ({'M': 16, 'efConstruction': 200}, efSearch: 100)	       0.828	        2239
faiss ({'M': 16, 'efConstruction': 200}, efSearch: 200)	       0.887	        1276
faiss ({'M': 16, 'efConstruction': 200}, efSearch: 400)	       0.931	         670
faiss ({'M': 16, 'efConstruction': 200}, efSearch: 600)	       0.950	         427
faiss ({'M': 16, 'efConstruction': 500}, efSearch: 100)	       0.840	        2160
faiss ({'M': 16, 'efConstruction': 500}, efSearch: 200)	       0.899	        1210
faiss ({'M': 16, 'efConstruction': 500}, efSearch: 400)	       0.940	         626
faiss ({'M': 16, 'efConstruction': 500}, efSearch: 600)	       0.958	         405
faiss ({'M': 24, 'efConstruction': 500}, efSearch: 100)	       0.879	        1679
faiss ({'M': 24, 'efConstruction': 500}, efSearch: 200)	       0.932	         930
faiss ({'M': 24, 'efConstruction': 500}, efSearch: 400)	       0.967	         485
faiss ({'M': 24, 'efConstruction': 500}, efSearch: 600)	       0.981	         319
faiss ({'M': 36, 'efConstruction': 500}, efSearch: 100)	       0.907	        1316
faiss ({'M': 36, 'efConstruction': 500}, efSearch: 200)	       0.955	         723
faiss ({'M': 36, 'efConstruction': 500}, efSearch: 400)	       0.982	         379
faiss ({'M': 36, 'efConstruction': 500}, efSearch: 600)	       0.991	         253
faiss ({'M': 48, 'efConstruction': 500}, efSearch: 100)	       0.923	        1140
faiss ({'M': 48, 'efConstruction': 500}, efSearch: 200)	       0.965	         627
faiss ({'M': 48, 'efConstruction': 500}, efSearch: 400)	       0.988	         331
faiss ({'M': 48, 'efConstruction': 500}, efSearch: 600)	       0.994	         222
faiss ({'M': 64, 'efConstruction': 500}, efSearch: 100)	       0.933	        1031
faiss ({'M': 64, 'efConstruction': 500}, efSearch: 200)	       0.972	         568
faiss ({'M': 64, 'efConstruction': 500}, efSearch: 400)	       0.991	         299
faiss ({'M': 64, 'efConstruction': 500}, efSearch: 600)	       0.996	         202
faiss ({'M': 8, 'efConstruction': 500}, efSearch: 100)	       0.712	        3350
faiss ({'M': 8, 'efConstruction': 500}, efSearch: 200)	       0.802	        1902
faiss ({'M': 8, 'efConstruction': 500}, efSearch: 400)	       0.862	         961
faiss ({'M': 8, 'efConstruction': 500}, efSearch: 600)	       0.889	         600
faiss ({'M': 96, 'efConstruction': 500}, efSearch: 100)	       0.945	         901
faiss ({'M': 96, 'efConstruction': 500}, efSearch: 200)	       0.978	         497
faiss ({'M': 96, 'efConstruction': 500}, efSearch: 400)	       0.993	         265
faiss ({'M': 96, 'efConstruction': 500}, efSearch: 600)	       0.997	         180
